Date,Order#,Type,SKU,Product Name,Size,QTY,Retail,Total,Current Price,Discount,Sub Total,Voucher,Grand Total,Month,day_of_month
2024-02-20,ORD-000547,Store,SKU-000189,Sol Blouse 244,S,1,369000,369000,233000,136000,233000,0,233000,2024-02-01,20
2024-02-20,ORD-000546,Store,SKU-000186,Alya Dress 241,L,1,371000,371000,234000,137000,234000,0,234000,2024-02-01,20
2024-02-20,ORD-000546,Store,SKU-000188,Aster Blouse 240,XL,1,360000,360000,227000,133000,227000,0,227000,2024-02-01,20
2024-02-21,ORD-000552,Website-Online,SKU-000118,Nova Blouse 106,XL,1,232000,232000,232000,0,232000,0,232000,2024-02-01,21
2024-02-22,ORD-000587,Event,SKU-000141,Aster Skirt 123,M,1,313000,313000,149000,164000,149000,56000,93000,2024-02-01,22
2024-02-22,ORD-000586,Event,SKU-000038,Raven Pants 033,M,1,330000,330000,157000,173000,157000,56000,101000,2024-02-01,22
2024-02-22,ORD-000556,Event,SKU-000121,Sora Blouse 108,XL,1,150000,150000,130000,20000,130000,30000,100000,2024-02-01,22
2024-02-22,ORD-000637,Event,SKU-000350,Vela Pants 284,ALL SIZE,1,196000,196000,62000,134000,62000,0,62000,2024-02-01,22
2024-02-22,ORD-000603,Event,SKU-000169,Nara Blouse 150,L-XL,1,532000,532000,150000,382000,150000,0,150000,2024-02-01,22
2024-02-22,ORD-000630,Event,SKU-000172,Sol Pants 151,L-XL,1,527000,527000,148000,379000,148000,0,148000,2024-02-01,22
2024-02-22,ORD-000621,Event,SKU-000335,Nova Dress 265,XL,1,303000,303000,303000,0,303000,125900,177100,2024-02-01,22
2024-02-22,ORD-000638,Event,SKU-000171,Nara Blouse 150,S-M,1,532000,532000,150000,382000,150000,0,150000,2024-02-01,22
2024-02-22,ORD-000608,Event,SKU-000289,Sora Blouse 229,M,1,266000,266000,190000,76000,190000,0,190000,2024-02-01,22
2024-02-22,ORD-000579,Event,SKU-000235,Sol Dress 189,M,1,218000,218000,207000,11000,207000,0,207000,2024-02-01,22
2024-02-22,ORD-000557,Event,SKU-000294,Sora Tee 247,ALL SIZE,1,222000,222000,67000,155000,67000,0,67000,2024-02-01,22
2024-02-22,ORD-000589,Event,SKU-000318,Vela Vest 260,M,1,394000,394000,354000,40000,354000,0,354000,2024-02-01,22
2024-02-22,ORD-000627,Event,SKU-000344,Alya Vest 281,M,1,480000,480000,480000,0,480000,0,480000,2024-02-01,22
2024-02-22,ORD-000625,Event,SKU-000026,Vela Vest 143,XL,1,364000,364000,196000,168000,196000,0,196000,2024-02-01,22
2024-02-22,ORD-000638,Event,SKU-000347,Raka Vest 282,ALL SIZE,1,296000,296000,139000,157000,139000,0,139000,2024-02-01,22
2024-02-22,ORD-000577,Event,SKU-000075,Elara Dress 253,L,1,268000,268000,91000,177000,91000,0,91000,2024-02-01,22
2024-02-22,ORD-000632,Event,SKU-000074,Sora Blouse 212,M,1,325000,325000,111000,214000,111000,0,111000,2024-02-01,22
2024-02-22,ORD-000607,Event,SKU-000183,Sora Blouse 017,L,1,347000,347000,106000,241000,106000,0,106000,2024-02-01,22
2024-02-22,ORD-000628,Website-Online,SKU-000236,Raka Pants 190,M,1,213000,213000,213000,0,213000,0,213000,2024-02-01,22
2024-02-22,ORD-000584,Event,SKU-000316,Luna Top 255,M,1,318000,318000,108000,210000,108000,0,108000,2024-02-01,22
2024-02-22,ORD-000558,Event,SKU-000119,Aster Blouse 074,XL,1,155000,155000,134000,21000,134000,30000,104000,2024-02-01,22
2024-02-22,ORD-000583,Event,SKU-000101,Sol Dress 109,M,1,426000,426000,382000,44000,382000,0,382000,2024-02-01,22
2024-02-22,ORD-000610,Event,SKU-000306,Cedar Dress 259,ALL SIZE,1,200000,200000,61000,139000,61000,0,61000,2024-02-01,22
2024-02-22,ORD-000621,Event,SKU-000336,Sora Skirt 276,XL,1,303000,303000,303000,0,303000,0,303000,2024-02-01,22
2024-02-22,ORD-000582,Event,SKU-000304,Sora Pants 257,ALL SIZE,1,221000,221000,52000,169000,52000,0,52000,2024-02-01,22
2024-02-22,ORD-000647,Event,SKU-000340,Luna Skirt 139,XL,1,288000,288000,98000,190000,98000,0,98000,2024-02-01,22
2024-02-22,ORD-000589,Event,SKU-000101,Sol Dress 109,M,1,426000,426000,382000,44000,382000,0,382000,2024-02-01,22
2024-02-22,ORD-000582,Event,SKU-000300,Luna Skirt 139,M,1,288000,288000,98000,190000,98000,0,98000,2024-02-01,22
2024-02-22,ORD-000643,Event,SKU-000332,Sora Skirt 276,M,1,303000,303000,303000,0,303000,0,303000,2024-02-01,22
2024-02-22,ORD-000564,Event,SKU-000017,Elara Dress 253,M,1,268000,268000,91000,177000,91000,0,91000,2024-02-01,22
2024-02-22,ORD-000557,Event,SKU-000076,Iris Shirt 128,M,1,290000,290000,99000,191000,99000,0,99000,2024-02-01,22
2024-02-22,ORD-000564,Event,SKU-000091,Iris Shirt 128,L,1,290000,290000,99000,191000,99000,0,99000,2024-02-01,22
2024-02-22,ORD-000579,Event,SKU-000310,Vela Vest 260,S,1,394000,394000,354000,40000,354000,0,354000,2024-02-01,22
2024-02-22,ORD-000560,Event,SKU-000178,Aster Blouse 074,M,1,155000,155000,134000,21000,134000,0,134000,2024-02-01,22
2024-02-22,ORD-000588,Event,SKU-000088,Sora Blouse 212,XL,1,325000,325000,111000,214000,111000,0,111000,2024-02-01,22
2024-02-22,ORD-000579,Event,SKU-000309,Alya Jacket 236,M,1,464000,464000,464000,0,464000,0,464000,2024-02-01,22
2024-02-22,ORD-000588,Event,SKU-000186,Raven Skirt 122,L,1,285000,285000,136000,149000,136000,56000,80000,2024-02-01,22
2024-02-22,ORD-000634,Event,SKU-000328,Alya Tee 274,ALL SIZE,1,180000,180000,91000,89000,91000,0,91000,2024-02-01,22
2024-02-22,ORD-000564,Event,SKU-000107,Luna Skirt 139,L,3,288000,864000,98000,570000,294000,0,294000,2024-02-01,22
2024-02-22,ORD-000570,Event,SKU-000306,Cedar Dress 259,ALL SIZE,1,200000,200000,61000,139000,61000,0,61000,2024-02-01,22
2024-02-22,ORD-000622,Event,SKU-000338,Sora Blouse 017,S,1,347000,347000,106000,241000,106000,0,106000,2024-02-01,22
2024-02-22,ORD-000600,Event,SKU-000324,Cedar Vest 056,S,1,365000,365000,132000,233000,132000,0,132000,2024-02-01,22
2024-02-22,ORD-000614,Event,SKU-000330,Nova Dress 041,ALL SIZE,1,246000,246000,87000,159000,87000,0,87000,2024-02-01,22
2024-02-22,ORD-000559,Event,SKU-000297,Elara Tee 250,M,1,397000,397000,105000,292000,105000,0,105000,2024-02-01,22
2024-02-22,ORD-000582,Event,SKU-000312,Alya Skirt 262,ALL SIZE,1,198000,198000,60000,138000,60000,0,60000,2024-02-01,22
2024-02-22,ORD-000646,Event,SKU-000289,Sora Blouse 229,M,1,266000,266000,190000,76000,190000,0,190000,2024-02-01,22
2024-02-22,ORD-000641,Event,SKU-000352,Sora Pants 286,ALL SIZE,1,212000,212000,64000,148000,64000,0,64000,2024-02-01,22
2024-02-23,ORD-000732,Event,SKU-000321,Aster Jacket 267,L,1,183000,183000,173000,10000,173000,0,173000,2024-02-01,23
2024-02-23,ORD-000738,Event,SKU-000279,Sora Blouse 229,L,1,266000,266000,190000,76000,190000,36000,154000,2024-02-01,23
2024-02-23,ORD-000723,Event,SKU-000273,Kairo Dress 002,S,1,320000,320000,174000,146000,174000,0,174000,2024-02-01,23
2024-02-23,ORD-000704,Event,SKU-000001,Sol Tee 272,L,1,295000,295000,295000,0,295000,0,295000,2024-02-01,23
2024-02-23,ORD-000703,Event,SKU-000251,Vela Tee 268,M,1,206000,206000,185000,21000,185000,0,185000,2024-02-01,23
2024-02-23,ORD-000666,Event,SKU-000118,Nova Blouse 106,XL,1,232000,232000,166000,66000,166000,36000,130000,2024-02-01,23
2024-02-23,ORD-000678,Event,SKU-000361,Sora Outer 263,XL,2,335000,670000,335000,0,670000,0,670000,2024-02-01,23
2024-02-23,ORD-000737,Event,SKU-000215,Vela Vest 143,S,1,364000,364000,196000,168000,196000,0,196000,2024-02-01,23
2024-02-23,ORD-000708,Event,SKU-000171,Nara Blouse 150,S-M,1,532000,532000,150000,382000,150000,0,150000,2024-02-01,23
2024-02-23,ORD-000653,Event,SKU-000320,Alya Skirt 266,ALL SIZE,1,245000,245000,58000,187000,58000,0,58000,2024-02-01,23
2024-02-23,ORD-000681,Event,SKU-000363,Iris Pants 141,M,1,257000,257000,226000,31000,226000,64000,162000,2024-02-01,23
2024-02-23,ORD-000658,Event,SKU-000307,Alya Jacket 236,L,1,464000,464000,464000,0,464000,0,464000,2024-02-01,23
2024-02-23,ORD-000685,Event,SKU-000183,Sora Blouse 017,L,1,347000,347000,106000,241000,106000,0,106000,2024-02-01,23
2024-02-23,ORD-000692,Event,SKU-000365,Sora Skirt 276,L,1,303000,303000,303000,0,303000,0,303000,2024-02-01,23
2024-02-23,ORD-000726,Event,SKU-000210,Kairo Outer 039,L,1,360000,360000,196000,164000,196000,0,196000,2024-02-01,23
2024-02-23,ORD-000721,Event,SKU-000331,Aster Skirt 275,ALL SIZE,1,236000,236000,104000,132000,104000,0,104000,2024-02-01,23
2024-02-23,ORD-000654,Event,SKU-000165,Nova Blouse 106,M,1,232000,232000,166000,66000,166000,36000,130000,2024-02-01,23
2024-02-23,ORD-000728,Event,SKU-000218,Iris Pants 141,S,1,257000,257000,226000,31000,226000,0,226000,2024-02-01,23
2024-02-23,ORD-000673,Website-Online,SKU-000309,Alya Jacket 236,M,1,464000,464000,464000,0,464000,0,464000,2024-02-01,23
2024-02-23,ORD-000733,Event,SKU-000298,Kairo Dress 251,ALL SIZE,1,185000,185000,59000,126000,59000,0,59000,2024-02-01,23
2024-02-23,ORD-000692,Event,SKU-000091,Iris Shirt 128,L,1,290000,290000,99000,191000,99000,0,99000,2024-02-01,23
2024-02-24,ORD-000771,Website-Online,SKU-000210,Kairo Outer 039,L,1,360000,360000,206000,154000,206000,0,206000,2024-02-01,24
2024-02-24,ORD-000762,Event,SKU-000249,Vela Tee 268,S,1,206000,206000,185000,21000,185000,50000,135000,2024-02-01,24
2024-02-24,ORD-000763,Event,SKU-000381,Aster Jacket 267,XL,1,183000,183000,173000,10000,173000,60000,113000,2024-02-01,24
2024-02-24,ORD-000799,Event,SKU-000038,Raven Pants 033,M,1,330000,330000,157000,173000,157000,0,157000,2024-02-01,24
2024-02-24,ORD-000745,Event,SKU-000179,Mika Vest 152,S-M,1,480000,480000,135000,345000,135000,0,135000,2024-02-01,24
2024-02-24,ORD-000761,Event,SKU-000380,Aster Outer 290,M,1,307000,307000,307000,0,307000,0,307000,2024-02-01,24
2024-02-24,ORD-000741,Event,SKU-000370,Aster Outer 290,S,1,307000,307000,307000,0,307000,0,307000,2024-02-01,24
2024-02-24,ORD-000828,Event,SKU-000054,Aster Outer 009,M,1,383000,383000,208000,175000,208000,0,208000,2024-02-01,24
2024-02-24,ORD-000808,Website-Online,SKU-000104,Sol Shirt 092,S,1,692000,692000,493000,199000,493000,0,493000,2024-02-01,24
2024-02-24,ORD-000828,Event,SKU-000380,Aster Outer 290,M,1,307000,307000,307000,0,307000,123800,183200,2024-02-01,24
2024-02-24,ORD-000833,Event,SKU-000249,Vela Tee 268,S,1,206000,206000,185000,21000,185000,50000,135000,2024-02-01,24
2024-02-24,ORD-000773,Event,SKU-000304,Sora Pants 257,ALL SIZE,1,221000,221000,52000,169000,52000,0,52000,2024-02-01,24
2024-02-24,ORD-000806,Event,SKU-000052,Iris Dress 008,L,1,315000,315000,171000,144000,171000,0,171000,2024-02-01,24
2024-02-24,ORD-000753,Event,SKU-000374,Cedar Dress 296,S,1,324000,324000,85000,239000,85000,0,85000,2024-02-01,24
2024-02-24,ORD-000796,Event,SKU-000381,Aster Jacket 267,XL,1,183000,183000,173000,10000,173000,60000,113000,2024-02-01,24
2024-02-24,ORD-000797,Event,SKU-000236,Raka Pants 190,M,1,213000,213000,203000,10000,203000,0,203000,2024-02-01,24
2024-02-24,ORD-000745,Event,SKU-000343,Alya Blouse 210,ALL SIZE,1,271000,271000,96000,175000,96000,0,96000,2024-02-01,24
2024-02-24,ORD-000787,Event,SKU-000309,Alya Jacket 236,M,1,464000,464000,464000,0,464000,0,464000,2024-02-01,24
2024-02-24,ORD-000774,Event,SKU-000330,Nova Dress 041,ALL SIZE,1,246000,246000,87000,159000,87000,0,87000,2024-02-01,24
2024-02-24,ORD-000815,Event,SKU-000102,Raka Jacket 012,M,1,378000,378000,205000,173000,205000,0,205000,2024-02-01,24
2024-02-24,ORD-000783,Event,SKU-000238,Sol Shirt 192,M,1,232000,232000,184000,48000,184000,0,184000,2024-02-01,24
2024-02-24,ORD-000791,Event,SKU-000215,Vela Vest 143,S,1,364000,364000,196000,168000,196000,0,196000,2024-02-01,24
2024-02-24,ORD-000746,Event,SKU-000251,Vela Tee 268,M,1,206000,206000,185000,21000,185000,50000,135000,2024-02-01,24
2024-02-24,ORD-000782,Event,SKU-000092,Kairo Blouse 035,L,1,375000,375000,337000,38000,337000,0,337000,2024-02-01,24
2024-02-24,ORD-000751,Event,SKU-000052,Iris Dress 008,L,1,315000,315000,171000,144000,171000,0,171000,2024-02-01,24
2024-02-24,ORD-000808,Website-Online,SKU-000386,Sol Dress 231,M,1,437000,437000,437000,0,437000,0,437000,2024-02-01,24
2024-02-24,ORD-000777,Website-Online,SKU-000030,Mika Jacket 025,L-XL,1,677000,677000,450000,227000,450000,0,450000,2024-02-01,24
2024-02-24,ORD-000761,Event,SKU-000379,Sora Outer 263,S,4,335000,1340000,335000,0,1340000,177000,1163000,2024-02-01,24
2024-02-24,ORD-000743,Event,SKU-000277,Sol Dress 294,ALL SIZE,1,143000,143000,56000,87000,56000,0,56000,2024-02-01,24
2024-02-24,ORD-000802,Event,SKU-000331,Aster Skirt 275,ALL SIZE,1,236000,236000,104000,132000,104000,0,104000,2024-02-01,24
2024-02-24,ORD-000787,Event,SKU-000097,Kairo Blouse 035,S,1,375000,375000,337000,38000,337000,0,337000,2024-02-01,24
2024-02-24,ORD-000828,Event,SKU-000343,Alya Blouse 210,ALL SIZE,1,271000,271000,96000,175000,96000,0,96000,2024-02-01,24
2024-02-24,ORD-000781,Event,SKU-000092,Kairo Blouse 035,L,1,375000,375000,337000,38000,337000,0,337000,2024-02-01,24
2024-02-24,ORD-000791,Event,SKU-000021,Kairo Dress 002,M,1,320000,320000,174000,146000,174000,0,174000,2024-02-01,24
2024-02-24,ORD-000817,Event,SKU-000157,Vela Vest 143,M,1,364000,364000,196000,168000,196000,0,196000,2024-02-01,24
2024-02-25,ORD-000843,Event,SKU-000381,Aster Jacket 267,XL,1,183000,183000,173000,10000,173000,60000,113000,2024-02-01,25
2024-02-25,ORD-000845,Event,SKU-000318,Vela Vest 260,M,1,394000,394000,354000,40000,354000,0,354000,2024-02-01,25
2024-02-25,ORD-000880,Event,SKU-000047,Kairo Outer 039,M,1,360000,360000,196000,164000,196000,0,196000,2024-02-01,25
2024-02-25,ORD-000903,Event,SKU-000248,Raven Jacket 200,XL,1,379000,379000,97000,282000,97000,0,97000,2024-02-01,25
2024-02-25,ORD-000854,Event,SKU-000321,Aster Jacket 267,L,1,183000,183000,173000,10000,173000,60000,113000,2024-02-01,25
2024-02-25,ORD-000839,Event,SKU-000396,Orion Jacket 309,ALL SIZE,1,192000,192000,97000,95000,97000,0,97000,2024-02-01,25
2024-02-25,ORD-000874,Event,SKU-000314,Sora Outer 263,L,1,335000,335000,335000,0,335000,0,335000,2024-02-01,25
2024-02-25,ORD-000905,Event,SKU-000279,Sora Blouse 229,L,1,266000,266000,190000,76000,190000,0,190000,2024-02-01,25
2024-02-25,ORD-000913,Event,SKU-000197,Vela Vest 143,L,1,364000,364000,196000,168000,196000,65000,131000,2024-02-01,25
2024-02-25,ORD-000850,Event,SKU-000331,Aster Skirt 275,ALL SIZE,1,236000,236000,104000,132000,104000,0,104000,2024-02-01,25
2024-02-25,ORD-000879,Event,SKU-000197,Vela Vest 143,L,1,364000,364000,196000,168000,196000,65000,131000,2024-02-01,25
2024-02-25,ORD-000838,Event,SKU-000046,Raka Skirt 038,M,1,302000,302000,162000,140000,162000,65000,97000,2024-02-01,25
2024-02-25,ORD-000837,Event,SKU-000366,Luna Tee 289,ALL SIZE,1,283000,283000,100000,183000,100000,0,100000,2024-02-01,25
2024-02-25,ORD-000908,Event,SKU-000217,Mika Tee 144,XL,1,331000,331000,178000,153000,178000,65000,113000,2024-02-01,25
2024-02-25,ORD-000922,Event,SKU-000319,Nova Dress 265,M,1,303000,303000,303000,0,303000,0,303000,2024-02-01,25
2024-02-25,ORD-000882,Event,SKU-000331,Aster Skirt 275,ALL SIZE,1,236000,236000,104000,132000,104000,0,104000,2024-02-01,25
2024-02-25,ORD-000881,Event,SKU-000026,Vela Vest 143,XL,1,364000,364000,196000,168000,196000,65000,131000,2024-02-01,25
2024-02-25,ORD-000856,Event,SKU-000351,Iris Tee 285,ALL SIZE,3,198000,594000,60000,414000,180000,0,180000,2024-02-01,25
2024-02-25,ORD-000835,Store,SKU-000136,Iris Blouse 306,L,1,327000,327000,206000,121000,206000,0,206000,2024-02-01,25
2024-02-25,ORD-000859,Event,SKU-000250,Aster Jacket 267,M,1,183000,183000,173000,10000,173000,60000,113000,2024-02-01,25
2024-02-25,ORD-000922,Event,SKU-000367,Aster Outer 290,L,1,307000,307000,307000,0,307000,0,307000,2024-02-01,25
2024-02-25,ORD-000880,Event,SKU-000269,Sol Shirt 192,L,1,232000,232000,184000,48000,184000,0,184000,2024-02-01,25
2024-02-25,ORD-000916,Event,SKU-000239,Iris Skirt 193,M,1,181000,181000,172000,9000,172000,19500,152500,2024-02-01,25
2024-02-25,ORD-000864,Event,SKU-000331,Aster Skirt 275,ALL SIZE,1,236000,236000,104000,132000,104000,0,104000,2024-02-01,25
2024-02-25,ORD-000868,Event,SKU-000167,Raka Skirt 038,S,1,302000,302000,162000,140000,162000,65000,97000,2024-02-01,25
2024-02-25,ORD-000884,Event,SKU-000362,Sora Skirt 276,S,1,303000,303000,303000,0,303000,0,303000,2024-02-01,25
2024-02-25,ORD-000855,Event,SKU-000250,Aster Jacket 267,M,1,183000,183000,173000,10000,173000,60000,113000,2024-02-01,25
2024-02-25,ORD-000878,Event,SKU-000256,Luna Skirt 018,XL,1,331000,331000,178000,153000,178000,65000,113000,2024-02-01,25
2024-02-25,ORD-000871,Event,SKU-000158,Mika Tee 144,S,1,331000,331000,178000,153000,178000,65000,113000,2024-02-01,25
2024-02-25,ORD-000887,Event,SKU-000023,Mika Tee 144,M,1,331000,331000,178000,153000,178000,65000,113000,2024-02-01,25
2024-02-25,ORD-000848,Event,SKU-000398,Cedar Dress 296,M,1,324000,324000,85000,239000,85000,0,85000,2024-02-01,25
2024-02-25,ORD-000922,Event,SKU-000172,Sol Pants 151,L-XL,4,527000,2108000,148000,1516000,592000,0,592000,2024-02-01,25
2024-02-25,ORD-000896,Event,SKU-000400,Raka Skirt 038,L,1,302000,302000,162000,140000,162000,65000,97000,2024-02-01,25
2024-02-25,ORD-000837,Event,SKU-000395,Mika Jacket 308,ALL SIZE,1,199000,199000,101000,98000,101000,0,101000,2024-02-01,25
2024-02-25,ORD-000860,Event,SKU-000321,Aster Jacket 267,L,1,183000,183000,173000,10000,173000,60000,113000,2024-02-01,25
2024-02-25,ORD-000894,Event,SKU-000215,Vela Vest 143,S,1,364000,364000,196000,168000,196000,65000,131000,2024-02-01,25
2024-02-25,ORD-000902,Event,SKU-000215,Vela Vest 143,S,1,364000,364000,196000,168000,196000,0,196000,2024-02-01,25
2024-02-27,ORD-000928,Store,SKU-000240,Raka Vest 245,L,1,187000,187000,187000,0,187000,0,187000,2024-02-01,27
2024-02-28,ORD-000929,E-Commerce,SKU-000353,Orion Skirt 315,XL,1,249000,249000,167000,82000,167000,0,167000,2024-02-01,28
2024-02-29,ORD-000934,Store,SKU-000404,Cedar Skirt 317,S,1,385000,385000,243000,142000,243000,0,243000,2024-02-01,29
2024-03-01,ORD-000944,Website-Online,SKU-000011,Kairo Pants 322,S,1,278000,278000,278000,0,278000,59000,219000,2024-03-01,1
2024-03-01,ORD-000940,Website-Online,SKU-000003,Kairo Pants 322,XL,1,278000,278000,278000,0,278000,88500,189500,2024-03-01,1
2024-03-01,ORD-000946,Store,SKU-000245,Sora Shirt 198,XL,1,351000,351000,222000,129000,222000,0,222000,2024-03-01,1
2024-03-01,ORD-000948,Website-Online,SKU-000361,Sora Outer 263,XL,1,335000,335000,335000,0,335000,0,335000,2024-03-01,1
2024-03-02,ORD-000952,Website-Online,SKU-000197,Raka Outer 022,L,1,370000,370000,256000,114000,256000,0,256000,2024-03-01,2
2024-03-02,ORD-000949,Store,SKU-000073,Raka Shirt 066,ALL SIZE,1,494000,494000,494000,0,494000,0,494000,2024-03-01,2
2024-03-02,ORD-000949,Store,SKU-000035,Iris Outer 148,ALL SIZE,1,564000,564000,564000,0,564000,0,564000,2024-03-01,2
2024-03-03,ORD-000957,Store,SKU-000309,Nara Top 330,M,1,400000,400000,400000,0,400000,0,400000,2024-03-01,3
2024-03-03,ORD-000953,Website-Online,SKU-000283,Mika Jacket 154,XL,1,314000,314000,314000,0,314000,0,314000,2024-03-01,3
2024-03-05,ORD-000970,Website-Online,SKU-000414,Elara Outer 336,S,1,256000,256000,256000,0,256000,256000,0,2024-03-01,5
2024-03-05,ORD-000964,Website-Online,SKU-000371,Sol Blouse 292,M,1,427000,427000,427000,0,427000,427000,0,2024-03-01,5
2024-03-05,ORD-000965,Website-Online,SKU-000409,Iris Blouse 334,XL,1,308000,308000,308000,0,308000,0,308000,2024-03-01,5
2024-03-05,ORD-000973,Website-Online,SKU-000387,Iris Tee 299,M,1,286000,286000,286000,0,286000,286000,0,2024-03-01,5
2024-03-05,ORD-000969,E-Commerce,SKU-000219,Luna Vest 172,ALL SIZE,1,480000,480000,480000,0,480000,0,480000,2024-03-01,5
2024-03-06,ORD-000980,Store,SKU-000307,Mika Jacket 342,L,2,483000,966000,483000,0,966000,0,966000,2024-03-01,6
2024-03-07,ORD-000988,Website-Online,SKU-000095,Nara Vest 071,S,1,388000,388000,388000,0,388000,0,388000,2024-03-01,7
2024-03-07,ORD-000986,Store,SKU-000390,Raka Top 346,L,1,297000,297000,297000,0,297000,0,297000,2024-03-01,7
2024-03-07,ORD-000985,Website-Online,SKU-000419,Sora Pants 345,S,1,407000,407000,298000,109000,298000,0,298000,2024-03-01,7
2024-03-08,ORD-000993,Store,SKU-000309,Nara Top 330,M,1,400000,400000,400000,0,400000,0,400000,2024-03-01,8
2024-03-09,ORD-000995,Website-Online,SKU-000410,Aster Tee 327,XL,1,290000,290000,290000,0,290000,0,290000,2024-03-01,9
2024-03-10,ORD-001003,Website-Online,SKU-000197,Raka Outer 022,L,1,370000,370000,256000,114000,256000,0,256000,2024-03-01,10
2024-03-10,ORD-001007,Website-Online,SKU-000420,Sol Tee 325,L,1,293000,293000,293000,0,293000,0,293000,2024-03-01,10
2024-03-11,ORD-001010,Store,,Raven Pants 184,,2,202000,404000,202000,0,404000,0,404000,2024-03-01,11
2024-03-13,ORD-001016,Website-Online,SKU-000249,Kairo Shirt 201,S,1,198000,198000,198000,0,198000,0,198000,2024-03-01,13
2024-03-13,ORD-001018,Store,SKU-000092,Mika Blouse 354,L,1,355000,355000,355000,0,355000,0,355000,2024-03-01,13
2024-03-13,ORD-001017,Store,SKU-000390,Raka Top 346,L,1,297000,297000,297000,0,297000,0,297000,2024-03-01,13
2024-03-13,ORD-001016,Website-Online,SKU-000423,Iris Blouse 334,S,1,308000,308000,308000,0,308000,0,308000,2024-03-01,13
2024-03-14,ORD-001027,Store,,Luna Pants 089,,1,205000,205000,205000,0,205000,0,205000,2024-03-01,14
2024-03-14,ORD-001026,Website-Online,SKU-000424,Iris Blouse 334,M,1,308000,308000,308000,0,308000,0,308000,2024-03-01,14
2024-03-14,ORD-001025,Website-Online,SKU-000420,Iris Blouse 334,L,1,308000,308000,308000,0,308000,0,308000,2024-03-01,14
2024-03-15,ORD-001029,Website-Online,SKU-000307,Alya Jacket 236,L,1,464000,464000,464000,0,464000,0,464000,2024-03-01,15
2024-03-16,ORD-001035,Website-Online,SKU-000424,Sol Tee 325,M,1,293000,293000,293000,0,293000,0,293000,2024-03-01,16
2024-03-16,ORD-001038,Website-Online,SKU-000377,Elara Skirt 238,L,1,404000,404000,404000,0,404000,0,404000,2024-03-01,16
2024-03-16,ORD-001040,Website-Online,SKU-000101,Sol Dress 109,M,1,426000,426000,426000,0,426000,0,426000,2024-03-01,16
2024-03-17,ORD-001052,Website-Online,SKU-000429,Elara Blouse 362,ALL SIZE,2,444000,888000,444000,0,888000,0,888000,2024-03-01,17
2024-03-17,ORD-001050,Website-Online,SKU-000387,Iris Tee 299,M,1,286000,286000,286000,0,286000,0,286000,2024-03-01,17
2024-03-18,ORD-001055,Website-Online,SKU-000430,Aster Jacket 363,S,1,418000,418000,418000,0,418000,418000,0,2024-03-01,18
2024-03-19,ORD-001067,Website-Online,SKU-000269,Sol Shirt 192,L,1,232000,232000,232000,0,232000,0,232000,2024-03-01,19
2024-03-19,ORD-001070,Website-Online,SKU-000424,Iris Blouse 334,M,1,308000,308000,308000,0,308000,0,308000,2024-03-01,19
2024-03-20,ORD-001076,Website-Online,SKU-000425,Aster Blouse 339,S,1,360000,360000,360000,0,360000,360000,0,2024-03-01,20
2024-03-20,ORD-001079,Website-Online,SKU-000309,Alya Jacket 236,M,1,464000,464000,464000,0,464000,0,464000,2024-03-01,20
2024-03-21,ORD-001086,Website-Online,SKU-000392,Iris Skirt 193,S,1,181000,181000,181000,0,181000,0,181000,2024-03-01,21
2024-03-21,ORD-001083,Website-Online,SKU-000440,Elara Tee 338,L-XL,1,272000,272000,272000,0,272000,0,272000,2024-03-01,21
2024-03-21,ORD-001082,Store,,Aster Outer 358,,1,219000,219000,219000,0,219000,0,219000,2024-03-01,21
2024-03-21,ORD-001085,Website-Online,SKU-000441,Nova Vest 371,L-XL,1,326000,326000,326000,0,326000,20000,306000,2024-03-01,21
2024-03-22,ORD-001094,Website-Online,SKU-000447,Raka Top 378,S,1,797000,797000,797000,0,797000,797000,0,2024-03-01,22
2024-03-22,ORD-001095,Website-Online,SKU-000448,Alya Top 379,ALL SIZE,1,137000,137000,44000,93000,44000,0,44000,2024-03-01,22
2024-03-22,ORD-001097,Website-Online,SKU-000011,Kairo Pants 322,S,1,278000,278000,278000,0,278000,0,278000,2024-03-01,22
2024-03-22,ORD-001093,Website-Online,SKU-000445,Sol Outer 376,M,1,465000,465000,465000,0,465000,465000,0,2024-03-01,22
2024-03-23,ORD-001108,Website-Online,SKU-000447,Raka Top 378,S,1,797000,797000,797000,0,797000,0,797000,2024-03-01,23
2024-03-23,ORD-001102,E-Commerce,SKU-000445,Orion Dress 381,M,1,407000,407000,407000,0,407000,0,407000,2024-03-01,23
2024-03-23,ORD-001104,Website-Online,SKU-000039,Iris Blouse 027,L,1,447000,447000,447000,0,447000,0,447000,2024-03-01,23
2024-03-23,ORD-001109,Website-Online,SKU-000449,Nova Jacket 380,L-XL,1,278000,278000,278000,0,278000,0,278000,2024-03-01,23
2024-03-23,ORD-001100,Website-Online,SKU-000337,Sora Outer 263,M,1,335000,335000,335000,0,335000,0,335000,2024-03-01,23
2024-03-24,ORD-001112,Website-Online,SKU-000319,Nova Dress 265,M,1,303000,303000,303000,0,303000,0,303000,2024-03-01,24
2024-03-25,ORD-001123,Website-Online,SKU-000462,Sol Top 392,L,1,402000,402000,402000,0,402000,0,402000,2024-03-01,25
2024-03-25,ORD-001120,Website-Online,SKU-000383,Iris Tee 299,L,1,286000,286000,286000,0,286000,0,286000,2024-03-01,25
